row_id,Lineage,label,split
9,4,1,train
13,4,0,train
14,4,0,train
15,4,0,train
17,4,0,train
18,4,0,train
19,4,0,train
20,2,1,test
21,4,1,train
22,4,1,train
23,4,1,train
24,4,0,train
25,4,0,train
26,2,1,test
27,2,1,test
28,2,1,test
29,4,1,train
30,4,0,train
31,4,0,train
32,4,0,train
33,4,0,train
34,4,0,train
35,4,0,train
36,4,0,train
37,2,0,test
40,4,0,train
41,4,0,train
42,4,0,train
43,4,0,train
44,4,0,train
52,4,1,train
54,4,1,train
55,4,0,train
56,4,1,train
57,4,0,train
59,2,1,test
60,2,1,test
61,2,0,test
62,4,1,train
64,4,0,train
66,4,0,train
67,2,1,test
68,4,1,train
69,4,0,train
72,4,0,train
88,2,1,test
90,2,0,test
91,2,1,test
92,2,1,test
95,2,1,test
96,2,0,test
97,2,1,test
98,2,0,test
99,2,1,test
100,4,1,train
101,2,0,test
102,1,0,train
105,2,0,test
106,2,1,test
108,2,0,test
109,1,1,train
110,2,1,test
112,2,1,test
114,2,1,test
115,2,0,test
116,2,1,test
117,2,1,test
122,2,1,test
128,2,0,test
131,2,0,test
132,2,1,test
134,2,0,test
142,2,0,test
143,2,0,test
147,1,0,train
150,2,1,test
151,2,1,test
152,2,1,test
153,2,1,test
156,2,1,test
157,2,0,test
159,2,1,test
160,2,1,test
162,2,1,test
166,4,1,train
167,2,1,test
168,2,1,test
169,4,1,train
170,2,1,test
171,2,1,test
172,2,1,test
173,2,1,test
174,2,1,test
175,2,1,test
176,2,1,test
177,2,1,test
178,2,1,test
179,2,1,test
180,2,1,test
181,2,1,test
182,2,1,test
183,2,0,test
184,2,1,test
185,2,1,test
186,2,1,test
187,2,1,test
188,2,1,test
189,2,1,test
190,2,1,test
191,2,1,test
192,2,1,test
193,2,1,test
194,2,1,test
195,2,1,test
196,2,1,test
197,4,1,train
198,4,1,train
199,4,1,train
200,4,1,train
201,4,1,train
202,4,1,train
203,4,1,train
204,4,1,train
205,4,1,train
206,4,1,train
207,4,1,train
208,4,1,train
209,4,1,train
210,4,1,train
211,4,1,train
212,4,1,train
213,4,1,train
214,2,1,test
215,4,1,train
216,4,1,train
217,4,1,train
218,4,1,train
219,2,1,test
220,2,1,test
221,2,1,test
222,2,1,test
223,2,1,test
224,2,1,test
225,2,1,test
226,2,1,test
227,2,1,test
228,4,1,train
229,4,1,train
230,4,1,train
231,4,1,train
232,4,1,train
233,2,1,test
234,4,1,train
235,4,1,train
236,4,1,train
237,4,1,train
238,4,1,train
239,4,1,train
240,4,1,train
241,2,1,test
242,4,1,train
243,4,0,train
244,4,1,train
245,4,1,train
246,4,1,train
247,4,1,train
248,4,1,train
249,4,1,train
250,4,1,train
251,4,1,train
252,4,0,train
254,3,1,train
255,3,0,train
256,3,1,train
257,3,1,train
258,4,1,train
259,3,1,train
260,3,1,train
261,4,1,train
262,4,0,train
263,2,1,test
264,3,1,train
265,3,1,train
266,4,0,train
268,4,1,train
