row_id,Lineage,label,split
0,2,0,train
1,2,0,train
2,4,0,test
3,4,1,test
4,4,0,test
5,4,0,test
6,4,0,test
7,4,0,test
8,4,0,test
9,4,0,test
10,4,0,test
11,4,0,test
12,4,0,test
13,4,0,test
14,4,0,test
15,4,0,test
16,4,0,test
17,4,0,test
18,4,0,test
19,2,0,train
20,4,0,test
21,4,0,test
22,4,0,test
23,4,0,test
24,4,0,test
25,4,0,test
26,4,0,test
27,4,0,test
28,4,0,test
29,4,0,test
30,4,0,test
31,4,0,test
32,4,0,test
33,2,0,train
34,4,0,test
35,4,0,test
36,4,0,test
37,4,0,test
38,4,0,test
39,4,0,test
40,4,0,test
41,2,0,train
42,2,0,train
43,2,0,train
44,4,0,test
45,4,1,test
46,1,1,train
47,4,1,test
48,4,1,test
49,1,1,train
50,4,1,test
51,4,1,test
52,4,0,test
53,4,0,test
54,4,0,test
55,4,0,test
56,4,0,test
57,4,0,test
58,4,0,test
59,4,0,test
60,4,0,test
61,2,0,train
62,4,0,test
63,4,1,test
64,4,0,test
65,4,0,test
66,4,0,test
67,4,0,test
68,4,0,test
69,4,0,test
70,4,0,test
71,4,0,test
72,4,0,test
73,4,0,test
74,4,1,test
75,4,1,test
76,4,1,test
77,4,1,test
78,4,1,test
79,4,1,test
80,4,1,test
81,4,1,test
82,4,1,test
83,4,1,test
84,4,1,test
85,1,1,train
86,4,1,test
87,2,0,train
88,4,0,test
89,4,0,test
90,4,0,test
91,4,0,test
92,4,0,test
93,4,0,test
94,4,0,test
95,4,0,test
96,2,0,train
97,4,0,test
98,4,0,test
99,4,0,test
100,4,0,test
101,4,0,test
102,4,0,test
103,4,0,test
104,4,0,test
105,4,0,test
106,2,0,train
107,2,0,train
108,2,0,train
109,2,0,train
110,2,0,train
111,4,1,test
112,4,0,test
113,4,0,test
114,4,0,test
115,4,0,test
116,4,0,test
117,4,0,test
118,2,0,train
119,2,1,train
120,2,1,train
121,4,1,test
122,2,0,train
123,4,0,test
124,4,0,test
125,4,0,test
126,4,1,test
127,4,0,test
128,4,0,test
129,2,0,train
130,2,0,train
131,4,0,test
132,2,0,train
133,4,0,test
134,4,0,test
135,4,0,test
136,4,1,test
137,4,1,test
138,4,1,test
139,4,1,test
140,4,1,test
141,4,1,test
142,4,0,test
143,4,0,test
144,4,0,test
145,2,0,train
146,4,1,test
147,4,0,test
148,4,1,test
149,4,0,test
150,4,0,test
151,4,0,test
152,4,0,test
153,2,0,train
154,2,0,train
155,4,0,test
156,4,0,test
157,4,0,test
158,2,0,train
159,4,0,test
160,4,0,test
161,2,0,train
162,4,0,test
163,4,0,test
164,2,0,train
165,4,0,test
166,2,0,train
167,2,0,train
168,2,0,train
169,2,0,train
170,2,0,train
171,2,0,train
172,2,0,train
173,2,0,train
174,2,0,train
175,2,1,train
176,2,0,train
177,2,0,train
178,2,0,train
179,2,0,train
180,2,0,train
181,2,0,train
182,4,0,test
183,2,0,train
184,1,1,train
185,2,0,train
186,2,0,train
187,2,0,train
188,2,0,train
189,2,0,train
190,2,0,train
191,1,0,train
192,2,0,train
193,2,0,train
194,2,0,train
195,4,0,test
196,2,0,train
197,2,0,train
198,2,0,train
199,2,0,train
200,2,0,train
201,2,0,train
202,2,0,train
203,2,0,train
204,2,0,train
205,1,0,train
206,2,0,train
207,2,0,train
208,2,1,train
209,2,0,train
210,2,0,train
211,"2,4",0,train
212,2,0,train
213,2,0,train
214,2,0,train
215,2,0,train
216,2,0,train
217,2,0,train
218,2,0,train
219,2,0,train
220,2,0,train
221,2,1,train
222,2,0,train
223,2,0,train
224,2,0,train
225,2,0,train
226,4,0,test
227,2,0,train
228,2,0,train
229,1,0,train
230,2,0,train
231,2,0,train
232,2,0,train
233,2,0,train
234,2,0,train
241,4,0,test
263,4,0,test
268,2,0,train
269,4,0,test
281,3,0,train
282,2,0,train
283,4,0,test
284,4,0,test
285,4,0,test
286,2,1,train
287,4,0,test
288,4,0,test
289,4,0,test
290,4,0,test
291,4,0,test
292,3,0,train
293,2,0,train
294,3,0,train
295,4,0,test
296,3,0,train
297,3,0,train
298,4,0,test
299,4,0,test
300,2,0,train
301,3,0,train
302,4,0,test
304,4,0,test
310,4,0,test
312,4,0,test
313,BOV_AFRI,0,train
314,4,0,test
315,4,0,test
316,4,0,test
317,4,0,test
318,3,0,train
319,4,0,test
320,4,0,test
321,4,0,test
322,4,1,test
323,4,0,test
324,4,0,test
325,4,0,test
326,1,0,train
327,3,0,train
328,4,0,test
329,1,0,train
330,4,0,test
331,4,0,test
332,4,0,test
333,4,0,test
334,4,0,test
335,4,0,test
336,4,0,test
337,4,0,test
338,4,0,test
339,4,0,test
340,4,0,test
341,4,0,test
342,4,0,test
343,4,0,test
344,4,0,test
345,BOV_AFRI,0,train
346,4,0,test
